1.477100000000000000e+04,3.230000000000000000e+03
1.479100000000000000e+04,3.232000000000000000e+03
1.481100000000000000e+04,3.228000000000000000e+03
1.483100000000000000e+04,3.229000000000000000e+03
1.485100000000000000e+04,3.226000000000000000e+03
1.487100000000000000e+04,3.232000000000000000e+03
1.489100000000000000e+04,3.226000000000000000e+03
1.491100000000000000e+04,3.237000000000000000e+03
1.493100000000000000e+04,3.232000000000000000e+03
1.495100000000000000e+04,3.257000000000000000e+03
1.497100000000000000e+04,3.257000000000000000e+03
1.499100000000000000e+04,3.286000000000000000e+03
1.501100000000000000e+04,3.284000000000000000e+03
1.503100000000000000e+04,3.288000000000000000e+03
1.505100000000000000e+04,3.279000000000000000e+03
1.507100000000000000e+04,3.291000000000000000e+03
1.509100000000000000e+04,3.284000000000000000e+03
1.511100000000000000e+04,3.287000000000000000e+03
1.513100000000000000e+04,3.277000000000000000e+03
1.515100000000000000e+04,3.274000000000000000e+03
1.517100000000000000e+04,3.271000000000000000e+03
1.519100000000000000e+04,3.282000000000000000e+03
1.521100000000000000e+04,3.276000000000000000e+03
1.523100000000000000e+04,3.277000000000000000e+03
1.525100000000000000e+04,3.277000000000000000e+03
1.527100000000000000e+04,3.262000000000000000e+03
1.529100000000000000e+04,3.262000000000000000e+03
1.531100000000000000e+04,3.253000000000000000e+03
1.533100000000000000e+04,3.249000000000000000e+03
1.535100000000000000e+04,3.242000000000000000e+03
1.537100000000000000e+04,3.250000000000000000e+03
1.539100000000000000e+04,3.229000000000000000e+03
1.541100000000000000e+04,3.243000000000000000e+03
1.543100000000000000e+04,3.224000000000000000e+03
1.545100000000000000e+04,3.240000000000000000e+03
1.547100000000000000e+04,3.227000000000000000e+03
1.549100000000000000e+04,3.245000000000000000e+03
1.551100000000000000e+04,3.218000000000000000e+03
1.553100000000000000e+04,3.238000000000000000e+03
1.555100000000000000e+04,3.214000000000000000e+03
1.557100000000000000e+04,3.236000000000000000e+03
1.559100000000000000e+04,3.216000000000000000e+03
1.561100000000000000e+04,3.239000000000000000e+03
1.563100000000000000e+04,3.254000000000000000e+03
1.565100000000000000e+04,3.266000000000000000e+03
1.567100000000000000e+04,3.269000000000000000e+03
1.569100000000000000e+04,3.277000000000000000e+03
1.571100000000000000e+04,3.276000000000000000e+03
1.573100000000000000e+04,3.273000000000000000e+03
1.575100000000000000e+04,3.278000000000000000e+03
1.577100000000000000e+04,3.269000000000000000e+03
1.579100000000000000e+04,3.275000000000000000e+03
1.581100000000000000e+04,3.257000000000000000e+03
1.583100000000000000e+04,3.259000000000000000e+03
1.585100000000000000e+04,3.249000000000000000e+03
1.587100000000000000e+04,3.260000000000000000e+03
1.589100000000000000e+04,3.257000000000000000e+03
1.591100000000000000e+04,3.255000000000000000e+03
1.593100000000000000e+04,3.256000000000000000e+03
1.595100000000000000e+04,3.253000000000000000e+03
1.597100000000000000e+04,3.251000000000000000e+03
1.599100000000000000e+04,3.247000000000000000e+03
1.601100000000000000e+04,3.246000000000000000e+03
1.603100000000000000e+04,3.234000000000000000e+03
1.605100000000000000e+04,3.240000000000000000e+03
1.607100000000000000e+04,3.235000000000000000e+03
1.609100000000000000e+04,3.232000000000000000e+03
1.611100000000000000e+04,3.228000000000000000e+03
1.613100000000000000e+04,3.229000000000000000e+03
1.615100000000000000e+04,3.236000000000000000e+03
1.617100000000000000e+04,3.225000000000000000e+03
1.619100000000000000e+04,3.228000000000000000e+03
1.621100000000000000e+04,3.218000000000000000e+03
1.623100000000000000e+04,3.215000000000000000e+03
1.625100000000000000e+04,3.216000000000000000e+03
1.627100000000000000e+04,3.218000000000000000e+03
1.629100000000000000e+04,3.211000000000000000e+03
1.631100000000000000e+04,3.234000000000000000e+03
1.633100000000000000e+04,3.243000000000000000e+03
1.635100000000000000e+04,3.266000000000000000e+03
1.637100000000000000e+04,3.272000000000000000e+03
1.639100000000000000e+04,3.279000000000000000e+03
1.641100000000000000e+04,3.277000000000000000e+03
1.643100000000000000e+04,3.279000000000000000e+03
1.645100000000000000e+04,3.280000000000000000e+03
1.647100000000000000e+04,3.282000000000000000e+03
1.649100000000000000e+04,3.282000000000000000e+03
1.651100000000000000e+04,3.272000000000000000e+03
1.653100000000000000e+04,3.274000000000000000e+03
1.655100000000000000e+04,3.269000000000000000e+03
1.657100000000000000e+04,3.270000000000000000e+03
1.659100000000000000e+04,3.268000000000000000e+03
1.661100000000000000e+04,3.274000000000000000e+03
1.663100000000000000e+04,3.269000000000000000e+03
1.665100000000000000e+04,3.271000000000000000e+03
1.667100000000000000e+04,3.261000000000000000e+03
1.669100000000000000e+04,3.262000000000000000e+03
1.671100000000000000e+04,3.251000000000000000e+03
1.673100000000000000e+04,3.250000000000000000e+03
1.675600000000000000e+04,3.244000000000000000e+03
1.677100000000000000e+04,3.261000000000000000e+03
1.679100000000000000e+04,3.244000000000000000e+03
1.681100000000000000e+04,3.238000000000000000e+03
1.683100000000000000e+04,3.241000000000000000e+03
1.685100000000000000e+04,3.238000000000000000e+03
1.687100000000000000e+04,3.245000000000000000e+03
1.689100000000000000e+04,3.236000000000000000e+03
1.691100000000000000e+04,3.227000000000000000e+03
1.693100000000000000e+04,3.228000000000000000e+03
1.695100000000000000e+04,3.223000000000000000e+03
1.697100000000000000e+04,3.221000000000000000e+03
1.699100000000000000e+04,3.222000000000000000e+03
1.701100000000000000e+04,3.215000000000000000e+03
1.703100000000000000e+04,3.234000000000000000e+03
1.705100000000000000e+04,3.237000000000000000e+03
1.707100000000000000e+04,3.266000000000000000e+03
1.709100000000000000e+04,3.263000000000000000e+03
1.711100000000000000e+04,3.278000000000000000e+03
1.713100000000000000e+04,3.275000000000000000e+03
1.715100000000000000e+04,3.273000000000000000e+03
1.717100000000000000e+04,3.277000000000000000e+03
1.719100000000000000e+04,3.280000000000000000e+03
1.721100000000000000e+04,3.277000000000000000e+03
1.723100000000000000e+04,3.268000000000000000e+03
1.725100000000000000e+04,3.267000000000000000e+03
1.727100000000000000e+04,3.255000000000000000e+03
1.729100000000000000e+04,3.264000000000000000e+03
1.731100000000000000e+04,3.264000000000000000e+03
1.733100000000000000e+04,3.266000000000000000e+03
1.735100000000000000e+04,3.262000000000000000e+03
1.737100000000000000e+04,3.268000000000000000e+03
1.739100000000000000e+04,3.265000000000000000e+03
1.741100000000000000e+04,3.264000000000000000e+03
1.743100000000000000e+04,3.256000000000000000e+03
1.745100000000000000e+04,3.255000000000000000e+03
1.747100000000000000e+04,3.251000000000000000e+03
1.749100000000000000e+04,3.243000000000000000e+03
1.751100000000000000e+04,3.241000000000000000e+03
1.753100000000000000e+04,3.242000000000000000e+03
1.755100000000000000e+04,3.234000000000000000e+03
1.757100000000000000e+04,3.231000000000000000e+03
1.759100000000000000e+04,3.230000000000000000e+03
1.761100000000000000e+04,3.234000000000000000e+03
1.763100000000000000e+04,3.224000000000000000e+03
1.765100000000000000e+04,3.225000000000000000e+03
1.767100000000000000e+04,3.220000000000000000e+03
1.769100000000000000e+04,3.218000000000000000e+03
1.771100000000000000e+04,3.218000000000000000e+03
1.773100000000000000e+04,3.214000000000000000e+03
1.775100000000000000e+04,3.212000000000000000e+03
1.777100000000000000e+04,3.216000000000000000e+03
1.779100000000000000e+04,3.242000000000000000e+03
1.781100000000000000e+04,3.252000000000000000e+03
